code_module,code_presentation,id_student,final_result,total_clicks,active_days,unique_resources,num_forum,num_quiz,avg_score,num_assess_attempted,total_weight,module_presentation_length,num_of_prev_attempts,studied_credits,highest_education,age_band,imd_band,disability,gender,region
DDD,2014B,620508,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,90,Lower Than A Level,0-35,10-20,N,M,West Midlands Region
DDD,2014B,620608,Fail,1605.0,103.0,121.0,0.0,0.0,62.6,5.0,160.0,241,0,60,A Level or Equivalent,0-35,10-20,N,F,North Western Region
DDD,2014B,620630,Pass,2937.0,157.0,328.0,0.0,0.0,87.57142857142857,7.0,200.0,241,0,60,Lower Than A Level,55<=,80-90%,N,M,East Anglian Region
DDD,2014B,620658,Pass,701.0,47.0,62.0,0.0,0.0,73.2,5.0,160.0,241,0,60,A Level or Equivalent,0-35,60-70%,N,M,Ireland
DDD,2014B,620734,Distinction,1444.0,133.0,182.0,0.0,0.0,89.71428571428571,7.0,200.0,241,0,60,HE Qualification,0-35,70-80%,N,M,South Region
DDD,2014B,620793,Withdrawn,35.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,30-40%,N,F,East Anglian Region
DDD,2014B,620820,Distinction,1875.0,87.0,138.0,0.0,0.0,93.28571428571428,7.0,200.0,241,0,60,A Level or Equivalent,35-55,90-100%,N,M,South Region
DDD,2014B,620892,Fail,507.0,29.0,36.0,0.0,0.0,45.333333333333336,3.0,40.0,241,0,60,Lower Than A Level,0-35,60-70%,N,M,South Region
DDD,2014B,620925,Withdrawn,42.0,5.0,13.0,0.0,0.0,57.0,1.0,10.0,241,0,60,A Level or Equivalent,0-35,70-80%,N,F,Wales
DDD,2014B,620951,Withdrawn,173.0,10.0,23.0,0.0,0.0,71.0,1.0,10.0,241,0,60,Lower Than A Level,35-55,10-20,N,M,Scotland
DDD,2014B,620974,Withdrawn,355.0,30.0,61.0,0.0,0.0,44.75,4.0,60.0,241,0,90,A Level or Equivalent,0-35,30-40%,Y,F,South West Region
DDD,2014B,621004,Pass,436.0,35.0,48.0,0.0,0.0,60.66666666666666,6.0,180.0,241,0,60,A Level or Equivalent,0-35,40-50%,N,M,London Region
DDD,2014B,621010,Pass,1370.0,124.0,142.0,0.0,0.0,73.42857142857143,7.0,200.0,241,0,60,Lower Than A Level,0-35,40-50%,N,M,West Midlands Region
DDD,2014B,621300,Distinction,700.0,79.0,64.0,0.0,0.0,73.85714285714286,7.0,200.0,241,0,90,A Level or Equivalent,0-35,30-40%,N,M,London Region
DDD,2014B,621352,Fail,631.0,57.0,44.0,0.0,0.0,69.5,2.0,22.5,241,0,60,A Level or Equivalent,0-35,80-90%,N,M,Ireland
DDD,2014B,621384,Fail,33.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,80-90%,N,M,London Region
DDD,2014B,621442,Pass,238.0,20.0,49.0,0.0,0.0,66.57142857142857,7.0,200.0,241,0,60,Lower Than A Level,0-35,90-100%,N,M,Wales
DDD,2014B,621457,Distinction,2235.0,248.0,146.0,0.0,0.0,73.14285714285714,7.0,200.0,241,0,60,A Level or Equivalent,35-55,20-30%,Y,M,North Western Region
DDD,2014B,621615,Distinction,2598.0,149.0,159.0,0.0,0.0,75.28571428571429,7.0,200.0,241,0,60,HE Qualification,0-35,80-90%,N,M,Scotland
DDD,2014B,621659,Withdrawn,986.0,73.0,90.0,0.0,0.0,42.2,5.0,80.0,241,0,60,Lower Than A Level,0-35,80-90%,N,F,South East Region
DDD,2014B,621675,Withdrawn,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,241,0,120,Lower Than A Level,0-35,0-10%,N,M,South Region
DDD,2014B,621699,Pass,653.0,86.0,105.0,0.0,0.0,66.42857142857143,7.0,200.0,241,0,60,Lower Than A Level,0-35,50-60%,N,F,East Midlands Region
DDD,2014B,621883,Distinction,2803.0,203.0,236.0,0.0,0.0,82.42857142857143,7.0,200.0,241,0,60,Lower Than A Level,0-35,0-10%,N,M,North Western Region
DDD,2014B,621908,Fail,424.0,39.0,62.0,0.0,0.0,46.57142857142857,7.0,200.0,241,0,60,Lower Than A Level,0-35,30-40%,N,M,North Western Region
DDD,2014B,622086,Pass,425.0,67.0,61.0,0.0,0.0,49.0,7.0,200.0,241,0,60,HE Qualification,35-55,90-100%,N,M,North Western Region
DDD,2014B,622175,Fail,1070.0,112.0,104.0,0.0,0.0,54.66666666666666,6.0,180.0,241,0,120,A Level or Equivalent,0-35,50-60%,N,F,North Western Region
DDD,2014B,622192,Distinction,841.0,80.0,170.0,0.0,0.0,82.28571428571429,7.0,200.0,241,0,60,A Level or Equivalent,0-35,30-40%,N,F,Scotland
DDD,2014B,622199,Withdrawn,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,30-40%,N,M,South West Region
DDD,2014B,622207,Fail,29.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,70-80%,N,M,South Region
DDD,2014B,622215,Pass,381.0,28.0,39.0,0.0,0.0,44.0,7.0,200.0,241,0,90,A Level or Equivalent,0-35,80-90%,N,F,South Region
DDD,2014B,622225,Fail,310.0,31.0,44.0,0.0,0.0,41.0,3.0,40.0,241,0,60,A Level or Equivalent,0-35,60-70%,Y,M,South Region
DDD,2014B,622256,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,50-60%,N,M,East Midlands Region
DDD,2014B,622281,Withdrawn,62.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,40-50%,Y,M,East Midlands Region
DDD,2014B,622333,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,90-100%,N,M,North Western Region
DDD,2014B,622413,Pass,765.0,68.0,128.0,0.0,0.0,61.57142857142857,7.0,200.0,241,0,60,Lower Than A Level,0-35,20-30%,N,F,South Region
DDD,2014B,622435,Fail,1415.0,92.0,72.0,0.0,0.0,69.5,6.0,180.0,241,0,60,A Level or Equivalent,0-35,10-20,N,M,East Midlands Region
DDD,2014B,622499,Withdrawn,350.0,33.0,54.0,0.0,0.0,10.0,2.0,22.5,241,0,60,A Level or Equivalent,0-35,0-10%,N,M,London Region
DDD,2014B,622541,Pass,1288.0,120.0,87.0,0.0,0.0,55.0,7.0,200.0,241,0,60,HE Qualification,0-35,90-100%,N,M,Scotland
DDD,2014B,622571,Fail,229.0,35.0,38.0,0.0,0.0,55.8,5.0,80.0,241,0,60,A Level or Equivalent,0-35,20-30%,N,M,South East Region
DDD,2014B,622614,Fail,312.0,24.0,39.0,0.0,0.0,56.0,1.0,10.0,241,0,60,Lower Than A Level,0-35,30-40%,N,M,South West Region
DDD,2014B,622626,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,120,A Level or Equivalent,0-35,20-30%,N,F,South East Region
DDD,2014B,622630,Withdrawn,203.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,0-10%,N,M,London Region
DDD,2014B,622657,Fail,340.0,32.0,60.0,0.0,0.0,36.0,1.0,10.0,241,0,60,Lower Than A Level,35-55,40-50%,N,M,South Region
DDD,2014B,622672,Withdrawn,54.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,10-20,N,M,North Western Region
DDD,2014B,622724,Pass,977.0,96.0,80.0,0.0,0.0,88.42857142857143,7.0,200.0,241,0,60,Lower Than A Level,0-35,70-80%,N,M,South East Region
DDD,2014B,622764,Distinction,2162.0,120.0,150.0,0.0,0.0,87.85714285714286,7.0,200.0,241,0,60,A Level or Equivalent,35-55,80-90%,N,F,East Anglian Region
DDD,2014B,622790,Withdrawn,686.0,41.0,58.0,0.0,0.0,61.0,1.0,10.0,241,0,60,HE Qualification,0-35,60-70%,N,M,South East Region
DDD,2014B,622792,Fail,37.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,80-90%,N,M,North Region
DDD,2014B,622844,Withdrawn,527.0,46.0,52.0,0.0,0.0,34.0,1.0,10.0,241,0,60,A Level or Equivalent,0-35,40-50%,N,F,South East Region
DDD,2014B,622851,Fail,108.0,11.0,36.0,0.0,0.0,67.0,1.0,10.0,241,0,60,A Level or Equivalent,0-35,0-10%,N,M,South West Region
DDD,2014B,622873,Withdrawn,150.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,35-55,30-40%,Y,F,East Midlands Region
DDD,2014B,622900,Fail,152.0,14.0,28.0,0.0,0.0,67.33333333333333,3.0,40.0,241,0,60,HE Qualification,0-35,0-10%,N,F,London Region
DDD,2014B,622968,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,20-30%,N,F,East Midlands Region
DDD,2014B,623008,Pass,518.0,57.0,56.0,0.0,0.0,60.0,1.0,100.0,241,0,60,A Level or Equivalent,35-55,40-50%,Y,M,London Region
DDD,2014B,623015,Fail,46.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,241,0,90,A Level or Equivalent,0-35,0-10%,N,F,Wales
DDD,2014B,623052,Withdrawn,1878.0,158.0,48.0,0.0,0.0,96.25,4.0,60.0,241,0,90,A Level or Equivalent,35-55,20-30%,N,F,London Region
DDD,2014B,623073,Pass,4017.0,192.0,152.0,0.0,0.0,89.85714285714286,7.0,200.0,241,0,60,A Level or Equivalent,35-55,0,N,F,North Region
DDD,2014B,623099,Withdrawn,144.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,60-70%,N,M,Scotland
DDD,2014B,623164,Pass,1645.0,160.0,143.0,0.0,0.0,79.57142857142857,7.0,200.0,241,0,60,A Level or Equivalent,0-35,60-70%,N,F,West Midlands Region
DDD,2014B,623210,Fail,480.0,45.0,98.0,0.0,0.0,40.57142857142857,7.0,200.0,241,0,60,A Level or Equivalent,0-35,10-20,N,M,East Midlands Region
DDD,2014B,623257,Withdrawn,351.0,39.0,70.0,0.0,0.0,90.25,4.0,60.0,241,0,60,A Level or Equivalent,0-35,10-20,N,M,Yorkshire Region
DDD,2014B,623332,Withdrawn,23.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,241,0,120,A Level or Equivalent,0-35,80-90%,N,M,Scotland
DDD,2014B,623347,Distinction,758.0,62.0,155.0,0.0,0.0,88.42857142857143,7.0,200.0,241,0,90,Post Graduate Qualification,0-35,0,N,M,Ireland
DDD,2014B,623514,Pass,1789.0,128.0,142.0,0.0,0.0,68.28571428571429,7.0,200.0,241,0,60,HE Qualification,35-55,10-20,N,F,West Midlands Region
DDD,2014B,623541,Pass,961.0,83.0,65.0,0.0,0.0,74.6,5.0,160.0,241,0,60,A Level or Equivalent,0-35,50-60%,N,M,Wales
DDD,2014B,623585,Pass,1188.0,141.0,76.0,0.0,0.0,68.8,5.0,160.0,241,0,60,Lower Than A Level,0-35,20-30%,N,M,North Western Region
DDD,2014B,623601,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,35-55,30-40%,N,M,East Anglian Region
DDD,2014B,623740,Withdrawn,187.0,25.0,35.0,0.0,0.0,48.5,2.0,22.5,241,0,60,A Level or Equivalent,0-35,80-90%,N,M,London Region
DDD,2014B,623815,Pass,3812.0,185.0,167.0,0.0,0.0,68.16666666666667,6.0,180.0,241,0,90,A Level or Equivalent,35-55,0-10%,N,F,North Western Region
DDD,2014B,623826,Distinction,1085.0,91.0,143.0,0.0,0.0,88.85714285714286,7.0,200.0,241,0,90,A Level or Equivalent,0-35,90-100%,N,M,South Region
DDD,2014B,623829,Withdrawn,282.0,18.0,64.0,0.0,0.0,36.0,1.0,10.0,241,0,60,Lower Than A Level,0-35,0,N,F,North Region
DDD,2014B,623834,Withdrawn,38.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,50-60%,Y,M,South Region
DDD,2014B,623917,Fail,814.0,88.0,52.0,0.0,0.0,51.0,1.0,10.0,241,0,120,Lower Than A Level,35-55,30-40%,N,M,South Region
DDD,2014B,623931,Pass,859.0,50.0,62.0,0.0,0.0,71.14285714285714,7.0,200.0,241,0,60,HE Qualification,0-35,10-20,N,F,London Region
DDD,2014B,623932,Fail,882.0,44.0,54.0,0.0,0.0,78.0,1.0,10.0,241,0,60,A Level or Equivalent,0-35,20-30%,N,M,Yorkshire Region
DDD,2014B,623997,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,30-40%,N,M,North Region
DDD,2014B,624007,Pass,1280.0,71.0,180.0,0.0,0.0,89.28571428571429,7.0,200.0,241,0,60,A Level or Equivalent,0-35,30-40%,N,M,Scotland
DDD,2014B,624052,Pass,2857.0,195.0,153.0,0.0,0.0,80.42857142857143,7.0,200.0,241,0,60,A Level or Equivalent,0-35,30-40%,N,M,West Midlands Region
DDD,2014B,624068,Withdrawn,9.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,10-20,N,M,South East Region
DDD,2014B,624077,Distinction,1613.0,92.0,135.0,0.0,0.0,91.85714285714286,7.0,200.0,241,0,60,HE Qualification,0-35,0,N,F,North Region
DDD,2014B,624078,Fail,1405.0,55.0,116.0,0.0,0.0,79.5,2.0,22.5,241,0,60,A Level or Equivalent,0-35,0-10%,N,F,East Anglian Region
DDD,2014B,624093,Withdrawn,283.0,13.0,105.0,0.0,0.0,45.0,1.0,10.0,241,0,60,A Level or Equivalent,35-55,50-60%,N,M,London Region
DDD,2014B,624105,Fail,366.0,15.0,102.0,0.0,0.0,18.0,1.0,10.0,241,0,60,Lower Than A Level,35-55,0-10%,N,M,South East Region
DDD,2014B,624156,Pass,970.0,74.0,98.0,0.0,0.0,65.0,7.0,200.0,241,0,60,A Level or Equivalent,0-35,0-10%,N,M,West Midlands Region
DDD,2014B,624358,Pass,2015.0,131.0,171.0,0.0,0.0,62.71428571428572,7.0,200.0,241,0,60,Lower Than A Level,0-35,70-80%,N,F,North Western Region
DDD,2014B,624407,Fail,209.0,36.0,36.0,0.0,0.0,63.75,4.0,60.0,241,0,120,A Level or Equivalent,0-35,70-80%,N,M,East Anglian Region
DDD,2014B,624476,Withdrawn,341.0,34.0,42.0,0.0,0.0,72.33333333333333,3.0,40.0,241,0,60,A Level or Equivalent,0-35,10-20,N,F,Wales
DDD,2014B,624492,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,70-80%,N,M,London Region
DDD,2014B,624493,Distinction,1445.0,125.0,97.0,0.0,0.0,90.14285714285714,7.0,200.0,241,0,60,Lower Than A Level,0-35,10-20,N,M,North Western Region
DDD,2014B,624570,Fail,1530.0,105.0,143.0,0.0,0.0,10.0,1.0,12.5,241,0,60,Lower Than A Level,35-55,10-20,N,M,London Region
DDD,2014B,624585,Pass,1183.0,89.0,105.0,0.0,0.0,52.0,7.0,200.0,241,0,60,Lower Than A Level,0-35,20-30%,N,M,East Anglian Region
DDD,2014B,624610,Withdrawn,1741.0,111.0,144.0,0.0,0.0,84.4,5.0,80.0,241,0,60,A Level or Equivalent,0-35,60-70%,N,F,North Region
DDD,2014B,624651,Withdrawn,83.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,35-55,0,N,M,North Region
DDD,2014B,624730,Fail,196.0,16.0,48.0,0.0,0.0,33.75,4.0,62.5,241,0,90,Lower Than A Level,0-35,10-20,N,M,Yorkshire Region
DDD,2014B,624789,Pass,2712.0,178.0,218.0,0.0,0.0,77.0,6.0,180.0,241,0,60,HE Qualification,0-35,0-10%,Y,M,Scotland
DDD,2014B,624804,Pass,667.0,63.0,62.0,0.0,0.0,67.85714285714286,7.0,200.0,241,0,60,A Level or Equivalent,0-35,30-40%,N,F,East Midlands Region
DDD,2014B,624829,Fail,248.0,31.0,40.0,0.0,0.0,69.0,3.0,40.0,241,0,60,Lower Than A Level,35-55,90-100%,N,M,Scotland
DDD,2014B,624839,Pass,1326.0,157.0,87.0,0.0,0.0,75.28571428571429,7.0,200.0,241,0,60,Lower Than A Level,0-35,60-70%,N,M,North Western Region
DDD,2014B,624881,Pass,3061.0,140.0,244.0,0.0,0.0,79.85714285714286,7.0,200.0,241,0,60,Post Graduate Qualification,0-35,50-60%,N,F,Scotland
DDD,2014B,624921,Withdrawn,249.0,23.0,44.0,0.0,0.0,39.0,3.0,40.0,241,0,60,Lower Than A Level,0-35,50-60%,N,M,South East Region
DDD,2014B,624927,Distinction,698.0,55.0,112.0,0.0,0.0,78.28571428571429,7.0,200.0,241,0,60,HE Qualification,0-35,80-90%,N,M,East Midlands Region
DDD,2014B,624944,Withdrawn,171.0,20.0,22.0,0.0,0.0,26.0,1.0,10.0,241,0,120,Lower Than A Level,0-35,20-30%,N,F,North Region
DDD,2014B,625035,Distinction,3547.0,195.0,264.0,0.0,0.0,96.28571428571428,7.0,200.0,241,0,60,Lower Than A Level,35-55,30-40%,N,M,Ireland
DDD,2014B,625080,Withdrawn,243.0,18.0,46.0,0.0,0.0,84.0,1.0,10.0,241,0,60,Post Graduate Qualification,35-55,0,N,M,North Region
DDD,2014B,625098,Fail,358.0,22.0,75.0,0.0,0.0,69.5,6.0,100.0,241,0,60,Lower Than A Level,0-35,30-40%,N,M,East Anglian Region
DDD,2014B,625218,Distinction,3970.0,219.0,211.0,0.0,0.0,88.85714285714286,7.0,200.0,241,0,60,A Level or Equivalent,0-35,90-100%,Y,F,South Region
DDD,2014B,625263,Pass,1134.0,82.0,118.0,0.0,0.0,79.42857142857143,7.0,200.0,241,0,60,HE Qualification,0-35,0-10%,N,F,London Region
DDD,2014B,625427,Pass,2304.0,172.0,162.0,0.0,0.0,85.42857142857143,7.0,200.0,241,0,60,A Level or Equivalent,0-35,50-60%,N,M,West Midlands Region
DDD,2014B,625568,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,90,A Level or Equivalent,0-35,20-30%,N,M,South Region
DDD,2014B,625613,Withdrawn,39.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,40-50%,N,M,Yorkshire Region
DDD,2014B,625615,Fail,483.0,46.0,36.0,0.0,0.0,39.333333333333336,3.0,47.5,241,0,60,A Level or Equivalent,0-35,10-20,N,M,Yorkshire Region
DDD,2014B,625714,Pass,203.0,31.0,36.0,0.0,0.0,57.16666666666666,6.0,180.0,241,0,90,HE Qualification,0-35,50-60%,N,M,East Anglian Region
DDD,2014B,625748,Pass,1087.0,112.0,147.0,0.0,0.0,84.14285714285714,7.0,200.0,241,0,60,HE Qualification,0-35,90-100%,N,M,Wales
DDD,2014B,625864,Pass,1544.0,95.0,110.0,0.0,0.0,84.14285714285714,7.0,200.0,241,0,60,Lower Than A Level,35-55,60-70%,N,F,South East Region
DDD,2014B,625874,Withdrawn,257.0,26.0,25.0,0.0,0.0,79.66666666666667,3.0,40.0,241,0,60,A Level or Equivalent,0-35,0-10%,N,F,East Anglian Region
DDD,2014B,625902,Withdrawn,183.0,22.0,33.0,0.0,0.0,83.0,1.0,10.0,241,0,60,A Level or Equivalent,0-35,60-70%,N,F,Scotland
DDD,2014B,625913,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,20-30%,N,F,South East Region
DDD,2014B,625983,Withdrawn,427.0,36.0,41.0,0.0,0.0,48.0,4.0,60.0,241,0,60,Lower Than A Level,0-35,70-80%,N,M,Wales
DDD,2014B,626018,Fail,1553.0,86.0,75.0,0.0,0.0,50.0,6.0,180.0,241,0,60,A Level or Equivalent,0-35,30-40%,N,F,North Western Region
DDD,2014B,626040,Fail,430.0,36.0,66.0,0.0,0.0,54.0,4.0,142.5,241,0,60,A Level or Equivalent,0-35,90-100%,N,M,South Region
DDD,2014B,626049,Withdrawn,257.0,18.0,42.0,0.0,0.0,79.5,2.0,22.5,241,0,60,HE Qualification,0-35,0-10%,N,M,North Western Region
DDD,2014B,626061,Pass,312.0,42.0,42.0,0.0,0.0,54.57142857142857,7.0,200.0,241,0,120,A Level or Equivalent,0-35,0-10%,N,F,Scotland
DDD,2014B,626114,Distinction,2157.0,183.0,190.0,0.0,0.0,92.42857142857144,7.0,200.0,241,0,60,Lower Than A Level,0-35,20-30%,Y,F,Scotland
DDD,2014B,626146,Pass,1260.0,92.0,119.0,0.0,0.0,83.83333333333333,6.0,180.0,241,0,60,A Level or Equivalent,0-35,40-50%,N,F,South West Region
DDD,2014B,626172,Distinction,1202.0,90.0,187.0,0.0,0.0,87.71428571428571,7.0,200.0,241,0,60,A Level or Equivalent,0-35,80-90%,N,F,East Midlands Region
DDD,2014B,626192,Pass,1103.0,101.0,129.0,0.0,0.0,85.14285714285714,7.0,200.0,241,0,60,HE Qualification,0-35,40-50%,N,M,South Region
DDD,2014B,626217,Fail,729.0,72.0,71.0,0.0,0.0,39.333333333333336,6.0,100.0,241,0,60,A Level or Equivalent,0-35,70-80%,N,F,London Region
DDD,2014B,626238,Pass,1209.0,158.0,119.0,0.0,0.0,87.85714285714286,7.0,200.0,241,0,60,HE Qualification,0-35,90-100%,N,M,Wales
DDD,2014B,626321,Withdrawn,92.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,241,0,120,A Level or Equivalent,0-35,50-60%,N,F,Yorkshire Region
DDD,2014B,626348,Withdrawn,1074.0,99.0,92.0,0.0,0.0,53.0,5.0,80.0,241,0,60,A Level or Equivalent,0-35,90-100%,N,M,South Region
DDD,2014B,626405,Fail,646.0,61.0,122.0,0.0,0.0,73.25,4.0,60.0,241,0,60,A Level or Equivalent,0-35,80-90%,N,M,Wales
DDD,2014B,626417,Distinction,687.0,80.0,82.0,0.0,0.0,80.42857142857143,7.0,200.0,241,0,90,Lower Than A Level,0-35,80-90%,N,M,Wales
DDD,2014B,626450,Distinction,2145.0,115.0,198.0,0.0,0.0,88.85714285714286,7.0,200.0,241,0,60,A Level or Equivalent,35-55,90-100%,N,M,South Region
DDD,2014B,626546,Withdrawn,324.0,22.0,37.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,20-30%,N,M,North Region
DDD,2014B,626551,Distinction,1534.0,143.0,172.0,0.0,0.0,68.42857142857143,7.0,200.0,241,0,60,A Level or Equivalent,0-35,0,N,M,Ireland
DDD,2014B,626556,Pass,742.0,36.0,89.0,0.0,0.0,82.0,7.0,200.0,241,0,60,HE Qualification,0-35,30-40%,N,M,Scotland
DDD,2014B,626607,Withdrawn,1610.0,147.0,155.0,0.0,0.0,32.666666666666664,6.0,100.0,241,0,60,Lower Than A Level,0-35,60-70%,N,F,South Region
DDD,2014B,626679,Fail,1892.0,63.0,101.0,0.0,0.0,82.5,2.0,22.5,241,0,60,Lower Than A Level,0-35,0-10%,N,F,North Western Region
DDD,2014B,626723,Fail,324.0,29.0,40.0,0.0,0.0,58.0,2.0,22.5,241,0,60,A Level or Equivalent,0-35,70-80%,N,F,South West Region
DDD,2014B,626798,Withdrawn,71.0,5.0,21.0,0.0,0.0,15.0,1.0,10.0,241,0,60,Lower Than A Level,0-35,0-10%,N,M,East Midlands Region
DDD,2014B,626852,Pass,735.0,59.0,124.0,0.0,0.0,65.14285714285714,7.0,200.0,241,0,60,Lower Than A Level,35-55,50-60%,N,M,North Western Region
DDD,2014B,626885,Pass,1772.0,165.0,96.0,0.0,0.0,78.5,6.0,180.0,241,0,60,A Level or Equivalent,0-35,50-60%,N,M,North Region
DDD,2014B,626889,Pass,703.0,56.0,110.0,0.0,0.0,54.285714285714285,7.0,200.0,241,0,60,A Level or Equivalent,0-35,50-60%,N,F,South West Region
DDD,2014B,626930,Withdrawn,144.0,17.0,29.0,0.0,0.0,0.0,0.0,0.0,241,0,90,Lower Than A Level,0-35,20-30%,N,M,Wales
DDD,2014B,626979,Fail,799.0,77.0,57.0,0.0,0.0,50.285714285714285,7.0,200.0,241,0,60,Lower Than A Level,0-35,90-100%,N,M,East Anglian Region
DDD,2014B,627021,Pass,502.0,42.0,58.0,0.0,0.0,72.85714285714286,7.0,200.0,241,0,60,HE Qualification,0-35,50-60%,N,M,Wales
DDD,2014B,627071,Withdrawn,1036.0,81.0,120.0,0.0,0.0,77.25,4.0,60.0,241,0,60,A Level or Equivalent,35-55,20-30%,Y,M,Wales
DDD,2014B,627100,Pass,1607.0,82.0,128.0,0.0,0.0,68.6,5.0,160.0,241,0,60,A Level or Equivalent,0-35,20-30%,N,M,Scotland
DDD,2014B,627173,Fail,256.0,19.0,46.0,0.0,0.0,63.25,4.0,60.0,241,0,120,A Level or Equivalent,0-35,10-20,N,F,West Midlands Region
DDD,2014B,627184,Pass,638.0,82.0,89.0,0.0,0.0,56.0,6.0,180.0,241,0,60,A Level or Equivalent,0-35,10-20,N,M,North Western Region
DDD,2014B,627276,Pass,1129.0,111.0,129.0,0.0,0.0,66.85714285714286,7.0,200.0,241,0,60,A Level or Equivalent,0-35,60-70%,N,F,Scotland
DDD,2014B,627322,Distinction,1892.0,133.0,152.0,0.0,0.0,85.14285714285714,7.0,200.0,241,0,60,HE Qualification,0-35,80-90%,N,M,Scotland
DDD,2014B,627333,Pass,808.0,59.0,94.0,0.0,0.0,60.0,2.0,120.0,241,0,120,Lower Than A Level,35-55,10-20,N,M,South East Region
DDD,2014B,627367,Withdrawn,830.0,54.0,82.0,0.0,0.0,78.33333333333333,3.0,42.5,241,0,60,A Level or Equivalent,0-35,70-80%,N,F,East Midlands Region
DDD,2014B,627370,Withdrawn,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,241,0,60,Lower Than A Level,0-35,10-20,N,M,West Midlands Region
DDD,2014B,627397,Distinction,1295.0,61.0,131.0,0.0,0.0,86.85714285714286,7.0,200.0,241,0,60,A Level or Equivalent,0-35,80-90%,N,M,Scotland
DDD,2014B,627416,Withdrawn,572.0,40.0,77.0,0.0,0.0,75.0,2.0,22.5,241,0,60,A Level or Equivalent,0-35,50-60%,N,F,South West Region
DDD,2014B,627536,Distinction,450.0,32.0,69.0,0.0,0.0,81.6,5.0,160.0,241,0,60,HE Qualification,0-35,30-40%,N,M,London Region
DDD,2014B,627581,Fail,867.0,93.0,75.0,0.0,0.0,47.85714285714285,7.0,200.0,241,0,60,Lower Than A Level,35-55,10-20,Y,M,South West Region
DDD,2014B,627616,Withdrawn,208.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,241,0,60,A Level or Equivalent,0-35,20-30%,Y,F,North Region
DDD,2014B,627638,Withdrawn,1040.0,64.0,63.0,0.0,0.0,68.0,4.0,60.0,241,0,60,Lower Than A Level,0-35,10-20,N,M,Yorkshire Region
DDD,2014B,627655,Fail,101.0,10.0,20.0,0.0,0.0,55.0,1.0,10.0,241,0,60,A Level or Equivalent,0-35,80-90%,N,F,East Anglian Region
DDD,2014B,627690,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0,120,A Level or Equivalent,0-35,90-100%,N,F,East Anglian Region
DDD,2014B,627772,Pass,865.0,49.0,108.0,0.0,0.0,80.57142857142857,7.0,200.0,241,0,60,A Level or Equivalent,0-35,40-50%,N,F,South East Region
DDD,2014B,627879,Pass,1071.0,79.0,68.0,0.0,0.0,53.71428571428572,7.0,200.0,241,0,60,A Level or Equivalent,0-35,60-70%,N,M,South West Region
